strain,resistance,mecA,no_of_SCCmec,single_gene_prediction,whole_cassette_prediction,wcp_pident,agreement
1280_4012,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.16,True
1280_27475,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.04,True
1409674_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.57,True
1280_3920,MSSA,False,0,,,0.0,True
1280_17761,MSSA,False,0,,,0.0,True
1280_3822,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.99,True
1280_4951,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.07,True
1280_17851,MSSA,False,0,,,0.0,True
1280_17918,MSSA,False,0,,,0.0,True
1418320_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.42,True
1412761_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.99,True
1418371_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.76,True
1280_3936,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1280_3906,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.48,True
1409363_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.65,True
1280_16333,MSSA,False,0,,,0.0,True
1280_3994,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.9,True
1409675_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.68,True
1412789_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.68,True
1280_11677,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.97,True
1280_3867,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,True
1280_7289,MRSA,True,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),77.85,False
1410817_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.7,True
1418310_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.38,True
1608891_4,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.29,True
1280_3849,MSSA,False,0,,,0.0,True
1280_17983,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.59,True
1280_8291,MSSA,False,0,,,0.0,True
1412628_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.75,True
1409416_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.6,True
1412803_3,MRSA,True,Multiple,SCCmec_type_IV(2B),SCCmec_type_II(2A),50.07,False
1280_8124,MSSA,False,0,,,0.0,True
1411576_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.61,True
1280_18582,MRSA,True,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),79.37,False
1280_17840,MSSA,False,0,,,0.0,True
1280_4708,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,True
1280_4371,MRSA,True,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),78.43,False
1280_3829,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.04,True
1280_4494,MSSA,False,0,,,0.0,True
1280_3917,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.75,True
1280_18095,MSSA,False,0,,,0.0,True
1417159_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.89,True
1280_4407,MSSA,False,0,,,0.0,True
1280_4763,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.86,True
1409458_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.66,True
1280_12449,MSSA,False,0,,,0.0,True
1418341_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.95,True
1280_3957,MSSA,False,0,,,0.0,True
1280_16000,MSSA,False,0,,,0.0,True
1280_4537,MSSA,False,0,,,0.0,True
1421875_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.98,True
1280_3904,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.66,True
46170_136,MSSA,False,0,,,0.0,True
1409634_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.05,True
1409422_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.6,True
1280_4962,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.03,True
1280_3840,MRSA,True,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),80.2,False
1280_4381,MRSA,True,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),79.28,False
1280_10472,MSSA,False,0,,,0.0,True
1280_4397,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,True
1280_3911,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.93,True
1421890_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1280_3879,MSSA,False,0,,,0.0,True
1412693_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.69,True
1411520_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.62,True
1280_4519,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.69,True
1410694_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.99,True
1280_4376,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1280_4464,MRSA,True,1,SCCmec_type_IVd(2B),SCCmec_type_IVd(2B),96.42,True
1280_28655,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.01,True
1280_4944,MSSA,False,0,,,0.0,True
1418389_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.66,True
1417175_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.57,True
1156994_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,True
1280_4055,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.84,True
1280_4754,MSSA,False,0,,,0.0,True
1280_3852,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.77,True
1410715_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.67,True
46170_159,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.84,True
1280_4484,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.02,True
1410911_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.68,True
1418374_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.58,True
1387328_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.51,True
1280_4423,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.61,True
1409478_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.25,True
1280_4031,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.62,True
1409708_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.86,True
1410904_3,MRSA,True,1,SCCmec_type_IVd(2B),SCCmec_type_IVd(2B),98.4,True
46170_362,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.03,True
1409439_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.87,True
1280_3882,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.42,True
1280_15879,MSSA,False,0,,,0.0,True
1280_3878,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1280_3729,MSSA,False,0,,,0.0,True
1412765_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.53,True
1280_4673,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.99,True
1280_4757,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.03,True
1280_9767,MSSA,False,0,,,0.0,True
1280_21617,MSSA,False,0,,,0.0,True
1417212_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.51,True
1421866_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.8,True
1156997_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.93,True
1280_4051,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.99,True
1409588_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.68,True
1280_4782,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.16,True
1280_7291,MRSA,True,Multiple,SCCmec_type_IV(2B),SCCmec_type_II(2A),58.83,False
1280_4665,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.95,True
46170_1024,MSSA,False,0,,,0.0,True
1421832_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.3,True
1280_8093,MSSA,False,0,,,0.0,True
1409719_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.51,True
1280_12589,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.82,True
1280_4930,MSSA,False,0,,,0.0,True
1280_11653,MSSA,False,0,,,0.0,True
1409552_3,MRSA,True,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),79.12,False
1280_4809,MSSA,False,0,,,0.0,True
1280_16199,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.75,True
1280_4357,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.96,True
1409432_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.85,True
46170_593,MSSA,False,0,,,0.0,True
1280_3809,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.58,True
1280_16757,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),82.77,True
1280_11650,MSSA,False,0,,,0.0,True
1280_4672,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,True
1280_3986,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.86,True
1280_11684,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1280_4011,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.66,True
1410808_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.63,True
46170_357,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.91,True
1417034_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.77,True
1280_4679,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.46,True
1280_4755,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.82,True
1280_4380,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.9,True
1280_16205,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.82,True
1280_3833,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,True
1280_12312,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.74,True
1280_21790,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.96,True
1280_8146,MSSA,False,0,,,0.0,True
1417039_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.93,True
1280_3843,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.9,True
1280_4478,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.81,True
1412714_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),85.69,True
1280_16728,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.11,True
1280_3898,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.19,True
1280_24305,MSSA,False,0,,,0.0,True
1280_11655,MSSA,False,0,,,0.0,True
1410901_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,True
451515_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.04,True
1280_3985,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.98,True
1409580_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,True
1280_4684,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.93,True
1418296_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.92,True
1280_3855,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.58,True
1280_17827,MSSA,False,0,,,0.0,True
1409775_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.61,True
1280_4529,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.76,True
1417164_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.46,True
1410716_3,MRSA,True,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),79.1,False
1280_4700,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.89,True
1418378_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,True
1280_23546,MSSA,False,0,,,0.0,True
1280_12331,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.84,True
1409709_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.05,True
1280_9851,MSSA,False,0,,,0.0,True
1392048_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),83.22,True
1280_4040,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),91.22,True
1280_3892,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.58,True
1409666_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.05,True
1280_12579,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.05,True
1280_4861,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.05,True
46170_158,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.77,True
1280_17813,MSSA,False,0,,,0.0,True
1280_3942,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.93,True
1280_13688,MRSA,True,1,SCCmec_type_IVd(2B),SCCmec_type_IVd(2B),99.61,True
1280_4390,MRSA,True,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),79.28,False
1280_4510,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.79,True
1280_30868,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.93,True
1280_12308,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1280_26025,MSSA,False,0,,,0.0,True
1280_3871,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.84,True
1280_8658,MSSA,False,0,,,0.0,True
1280_16157,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1280_3963,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.62,True
1280_4825,MSSA,False,0,,,0.0,True
1388709_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),83.51,True
1280_4463,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,True
1280_18053,MSSA,False,0,,,0.0,True
1410821_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.83,True
1409481_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.82,True
46170_342,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,True
1418394_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.45,True
1280_3583,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.2,True
1280_3899,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,True
1280_25144,MRSA,True,Multiple,SCCmec_type_IV(2B),SCCmec_type_II(2A),51.1,False
1280_18059,MSSA,False,0,,,0.0,True
1280_17832,MSSA,False,0,,,0.0,True
1410899_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.01,True
1409628_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.86,True
1280_28568,MSSA,False,0,,,0.0,True
1280_3935,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.93,True
1409454_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.7,True
1280_12458,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.67,True
1418440_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.75,True
1280_4986,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,True
1280_21164,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.04,True
1280_4732,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.99,True
1280_4485,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1280_4918,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.03,True
1280_4402,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.63,True
1421836_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.65,True
1411510_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.71,True
1280_17860,MSSA,False,0,,,0.0,True
1409659_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.33,True
1418331_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.98,True
1280_3517,MSSA,False,0,,,0.0,True
1412666_3,MRSA,True,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),79.85,False
1417154_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.12,True
1280_4015,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.99,True
1280_24281,MSSA,False,0,,,0.0,True
1418346_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.91,True
1421876_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.47,True
1280_23575,MSSA,False,0,,,0.0,True
1418325_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,True
1280_26576,MSSA,False,0,,,0.0,True
1280_25982,MSSA,False,0,,,0.0,True
1417205_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.05,True
1409657_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.58,True
1280_4039,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.18,True
1280_4819,MRSA,True,1,SCCmec_type_IVd(2B),SCCmec_type_IVd(2B),100.0,True
1411512_3,MRSA,True,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),79.8,False
1410801_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.18,True
1157001_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1280_28556,MSSA,False,0,,,0.0,True
1280_16306,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.77,True
1409414_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.69,True
1280_4706,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,True
1410895_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1280_3807,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,True
1280_3918,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.87,True
1280_4751,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.7,True
1280_12344,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.81,True
1280_28579,MSSA,False,0,,,0.0,True
1411557_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.45,True
1280_16556,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1280_3830,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.05,True
1280_27479,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.01,True
1417204_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.83,True
1280_8221,MSSA,False,0,,,0.0,True
553590_4,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,True
1418345_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.8,True
1410854_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.98,True
1280_3990,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.71,True
1280_17749,MSSA,False,0,,,0.0,True
1409520_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.93,True
1280_4831,MSSA,False,0,,,0.0,True
904725_3,MSSA,False,0,,,0.0,True
1412793_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.03,True
46170_168,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.72,True
1280_3864,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,True
1417209_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.43,True
1280_3934,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.95,True
1418303_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.74,True
46170_592,MSSA,False,0,,,0.0,True
1418383_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.95,True
1241616_3,MSSA,False,0,,,0.0,True
1280_4705,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.99,True
1410896_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,True
1280_16121,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1280_4965,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,True
1280_13694,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.77,True
1417051_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.95,True
1280_25032,MRSA,True,1,SCCmec_type_VI(4B),SCCmec_type_VI(4B),61.74,True
1280_18653,MSSA,False,0,,,0.0,True
1280_4043,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.86,True
1280_12559,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.79,True
1280_4742,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.65,True
1280_18584,MRSA,True,Multiple,SCCmec_type_IV(2B),SCCmec_type_II(2A),51.57,False
1280_16002,MSSA,False,0,,,0.0,True
1280_16077,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.75,True
1409519_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.71,True
1280_10014,MSSA,False,0,,,0.0,True
1280_3552,MSSA,False,0,,,0.0,True
1280_7273,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,True
46170_341,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.91,True
1417096_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.64,True
1280_17758,MSSA,False,0,,,0.0,True
1412632_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.85,True
1280_21782,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,True
1409555_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.6,True
1280_12235,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.86,True
1412763_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.35,True
1280_4369,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,True
1409641_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.47,True
1410730_3,MRSA,True,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),78.99,False
1280_13695,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.87,True
931457_3,MRSA,True,1,SCCmec_type_II(2A),SCCmec_type_II(2A),54.53,True
1412729_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.05,True
1280_13669,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.47,True
1280_4508,MSSA,False,0,,,0.0,True
46170_289,MSSA,False,0,,,0.0,True
1410799_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.78,True
1409704_3,MRSA,True,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),79.12,False
1280_2216,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.27,True
1280_3377,MSSA,False,0,,,0.0,True
1417033_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.81,True
1411533_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.61,True
1280_16258,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.9,True
1280_8655,MSSA,False,0,,,0.0,True
1280_4480,MSSA,False,0,,,0.0,True
1409689_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.69,True
1280_26410,MSSA,False,0,,,0.0,True
1157000_3,MRSA,True,Multiple,SCCmec_type_IV(2B),SCCmec_type_IV(2B),88.67,True
