# Automatic mecA detection and and mecA type prediction,,,,,,,
strain,resistance,mecA,no_of_SCCmec,single_gene_prediction,whole_cassette_prediction,wcp_pident,agreement
1280_7312,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.71,TRUE
1412812_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.93,TRUE
1280_4980,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.04,TRUE
1418433_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.46,TRUE
1280_4001,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.07,TRUE
1280_3384,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.94,TRUE
1409467_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.39,TRUE
1411567_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.41,TRUE
1280_4426,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.02,TRUE
1402811_3,MRSA,TRUE,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),76.37,FALSE
46170_363,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.86,TRUE
1280_4725,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.86,TRUE
1410713_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.78,TRUE
1412792_3,MRSA,TRUE,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),77.81,FALSE
1409578_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.99,TRUE
1417156_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.51,TRUE
1280_12318,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.93,TRUE
1280_4041,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.52,TRUE
1280_16300,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.86,TRUE
1280_3890,MRSA,TRUE,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),80.13,FALSE
1280_4644,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.79,TRUE
1280_3847,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.91,TRUE
1280_4722,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.79,TRUE
1421851_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.73,TRUE
1280_4659,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.86,TRUE
1280_18603,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.05,TRUE
1421881_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.88,TRUE
1280_4723,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.73,TRUE
1280_17746,MSSA,FALSE,0,,,0,TRUE
1409509_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),91.2,TRUE
1280_2215,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.33,TRUE
1280_4012,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.16,TRUE
1280_27475,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.04,TRUE
1409674_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.57,TRUE
1280_3920,MSSA,FALSE,0,,,0,TRUE
1280_17761,MSSA,FALSE,0,,,0,TRUE
1280_3822,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.99,TRUE
1280_4951,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.07,TRUE
1280_17851,MSSA,FALSE,0,,,0,TRUE
1280_17918,MSSA,FALSE,0,,,0,TRUE
1418320_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.42,TRUE
1412761_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.99,TRUE
1418371_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.76,TRUE
1280_3936,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89,TRUE
1280_3906,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.48,TRUE
1409363_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.65,TRUE
1280_16333,MSSA,FALSE,0,,,0,TRUE
1280_3994,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.9,TRUE
1409675_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.68,TRUE
1412789_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.68,TRUE
1280_11677,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.97,TRUE
1280_3867,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,TRUE
1280_7289,MRSA,TRUE,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),77.85,FALSE
1410817_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.7,TRUE
1418310_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.38,TRUE
1608891_4,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.29,TRUE
1280_3849,MSSA,FALSE,0,,,0,TRUE
1280_17983,MRSA,TRUE,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.59,TRUE
1280_8291,MSSA,FALSE,0,,,0,TRUE
1412628_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.75,TRUE
1409416_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.6,TRUE
1412803_3,MRSA,TRUE,Multiple,SCCmec_type_IV(2B),SCCmec_type_II(2A),50.07,FALSE
1280_8124,MSSA,FALSE,0,,,0,TRUE
1411576_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.61,TRUE
1280_18582,MRSA,TRUE,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),79.37,FALSE
1280_17840,MSSA,FALSE,0,,,0,TRUE
1280_4708,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,TRUE
1280_4371,MRSA,TRUE,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),78.43,FALSE
1280_3829,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.04,TRUE
1280_4494,MSSA,FALSE,0,,,0,TRUE
1280_3917,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.75,TRUE
1280_18095,MSSA,FALSE,0,,,0,TRUE
1417159_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.89,TRUE
1280_4407,MSSA,FALSE,0,,,0,TRUE
1280_4763,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.86,TRUE
1409458_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.66,TRUE
1280_12449,MSSA,FALSE,0,,,0,TRUE
1418341_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.95,TRUE
1280_3957,MSSA,FALSE,0,,,0,TRUE
1280_16000,MSSA,FALSE,0,,,0,TRUE
1280_4537,MSSA,FALSE,0,,,0,TRUE
1421875_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.98,TRUE
1280_3904,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.66,TRUE
46170_136,MSSA,FALSE,0,,,0,TRUE
1409634_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.05,TRUE
1409422_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.6,TRUE
1280_4962,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.03,TRUE
1280_3840,MRSA,TRUE,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),80.2,FALSE
1280_4381,MRSA,TRUE,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),79.28,FALSE
1280_10472,MSSA,FALSE,0,,,0,TRUE
1280_4397,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,TRUE
1280_3911,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.93,TRUE
1421890_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89,TRUE
1280_3879,MSSA,FALSE,0,,,0,TRUE
1412693_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.69,TRUE
1411520_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.62,TRUE
1280_4519,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.69,TRUE
1410694_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.99,TRUE
1280_4376,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89,TRUE
1280_4464,MRSA,TRUE,1,SCCmec_type_IVd(2B),SCCmec_type_IVd(2B),96.42,TRUE
1280_28655,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.01,TRUE
1280_4944,MSSA,FALSE,0,,,0,TRUE
1418389_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.66,TRUE
1417175_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.57,TRUE
1156994_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,TRUE
1280_4055,MRSA,TRUE,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.84,TRUE
1280_4754,MSSA,FALSE,0,,,0,TRUE
1280_3852,MRSA,TRUE,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.77,TRUE
1410715_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.67,TRUE
46170_159,MRSA,TRUE,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.84,TRUE
1280_4484,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.02,TRUE
1410911_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.68,TRUE
1418374_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.58,TRUE
1387328_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.51,TRUE
1280_4423,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.61,TRUE
1409478_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.25,TRUE
1280_4031,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.62,TRUE
1409708_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.86,TRUE
1410904_3,MRSA,TRUE,1,SCCmec_type_IVd(2B),SCCmec_type_IVd(2B),98.4,TRUE
46170_362,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.03,TRUE
1409439_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.87,TRUE
1280_3882,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.42,TRUE
1280_15879,MSSA,FALSE,0,,,0,TRUE
1280_3878,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89,TRUE
1280_3729,MSSA,FALSE,0,,,0,TRUE
1412765_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.53,TRUE
1280_4673,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.99,TRUE
1280_4757,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.03,TRUE
1280_9767,MSSA,FALSE,0,,,0,TRUE
1280_21617,MSSA,FALSE,0,,,0,TRUE
1417212_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.51,TRUE
1421866_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.8,TRUE
1156997_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.93,TRUE
1280_4051,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.99,TRUE
1409588_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.68,TRUE
1280_4782,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.16,TRUE
1280_7291,MRSA,TRUE,Multiple,SCCmec_type_IV(2B),SCCmec_type_II(2A),58.83,FALSE
1280_4665,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.95,TRUE
46170_1024,MSSA,FALSE,0,,,0,TRUE
1421832_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.3,TRUE
1280_8093,MSSA,FALSE,0,,,0,TRUE
1409719_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.51,TRUE
1280_12589,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.82,TRUE
1280_4930,MSSA,FALSE,0,,,0,TRUE
1280_11653,MSSA,FALSE,0,,,0,TRUE
1409552_3,MRSA,TRUE,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),79.12,FALSE
1280_4809,MSSA,FALSE,0,,,0,TRUE
1280_16199,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.75,TRUE
1280_4357,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.96,TRUE
1409432_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.85,TRUE
46170_593,MSSA,FALSE,0,,,0,TRUE
1280_3809,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.58,TRUE
1280_16757,MRSA,TRUE,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),82.77,TRUE
1280_11650,MSSA,FALSE,0,,,0,TRUE
1280_4672,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,TRUE
1280_3986,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.86,TRUE
1280_11684,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89,TRUE
1280_4011,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.66,TRUE
1410808_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.63,TRUE
46170_357,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.91,TRUE
1417034_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.77,TRUE
1280_4679,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.46,TRUE
1280_4755,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.82,TRUE
1280_4380,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.9,TRUE
1280_16205,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.82,TRUE
1280_3833,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,TRUE
1280_12312,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.74,TRUE
1280_21790,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.96,TRUE
1280_8146,MSSA,FALSE,0,,,0,TRUE
1417039_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.93,TRUE
1280_3843,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.9,TRUE
1280_4478,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.81,TRUE
1412714_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),85.69,TRUE
1280_16728,MRSA,TRUE,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.11,TRUE
1280_3898,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.19,TRUE
1280_24305,MSSA,FALSE,0,,,0,TRUE
1280_11655,MSSA,FALSE,0,,,0,TRUE
1410901_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,TRUE
451515_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.04,TRUE
1280_3985,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.98,TRUE
1409580_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,TRUE
1280_4684,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.93,TRUE
1418296_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.92,TRUE
1280_3855,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.58,TRUE
1280_17827,MSSA,FALSE,0,,,0,TRUE
1409775_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.61,TRUE
1280_4529,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.76,TRUE
1417164_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.46,TRUE
1410716_3,MRSA,TRUE,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),79.1,FALSE
1280_4700,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.89,TRUE
1418378_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,TRUE
1280_23546,MSSA,FALSE,0,,,0,TRUE
1280_12331,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.84,TRUE
1409709_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.05,TRUE
1280_9851,MSSA,FALSE,0,,,0,TRUE
1392048_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),83.22,TRUE
1280_4040,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),91.22,TRUE
1280_3892,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.58,TRUE
1409666_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.05,TRUE
1280_12579,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.05,TRUE
1280_4861,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.05,TRUE
46170_158,MRSA,TRUE,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.77,TRUE
1280_17813,MSSA,FALSE,0,,,0,TRUE
1280_3942,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.93,TRUE
1280_13688,MRSA,TRUE,1,SCCmec_type_IVd(2B),SCCmec_type_IVd(2B),99.61,TRUE
1280_4390,MRSA,TRUE,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),79.28,FALSE
1280_4510,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.79,TRUE
1280_30868,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.93,TRUE
1280_12308,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89,TRUE
1280_26025,MSSA,FALSE,0,,,0,TRUE
1280_3871,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.84,TRUE
1280_8658,MSSA,FALSE,0,,,0,TRUE
1280_16157,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89,TRUE
1280_3963,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.62,TRUE
1280_4825,MSSA,FALSE,0,,,0,TRUE
1388709_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),83.51,TRUE
1280_4463,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,TRUE
1280_18053,MSSA,FALSE,0,,,0,TRUE
1410821_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.83,TRUE
1409481_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.82,TRUE
46170_342,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,TRUE
1418394_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.45,TRUE
1280_3583,MRSA,TRUE,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.2,TRUE
1280_3899,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,TRUE
1280_25144,MRSA,TRUE,Multiple,SCCmec_type_IV(2B),SCCmec_type_II(2A),51.1,FALSE
1280_18059,MSSA,FALSE,0,,,0,TRUE
1280_17832,MSSA,FALSE,0,,,0,TRUE
1410899_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.01,TRUE
1409628_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.86,TRUE
1280_28568,MSSA,FALSE,0,,,0,TRUE
1280_3935,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.93,TRUE
1409454_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.7,TRUE
1280_12458,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.67,TRUE
1418440_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.75,TRUE
1280_4986,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,TRUE
1280_21164,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.04,TRUE
1280_4732,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.99,TRUE
1280_4485,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89,TRUE
1280_4918,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.03,TRUE
1280_4402,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.63,TRUE
1421836_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.65,TRUE
1411510_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.71,TRUE
1280_17860,MSSA,FALSE,0,,,0,TRUE
1409659_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.33,TRUE
1418331_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.98,TRUE
1280_3517,MSSA,FALSE,0,,,0,TRUE
1412666_3,MRSA,TRUE,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),79.85,FALSE
1417154_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.12,TRUE
1280_4015,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.99,TRUE
1280_24281,MSSA,FALSE,0,,,0,TRUE
1418346_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.91,TRUE
1421876_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.47,TRUE
1280_23575,MSSA,FALSE,0,,,0,TRUE
1418325_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,TRUE
1280_26576,MSSA,FALSE,0,,,0,TRUE
1280_25982,MSSA,FALSE,0,,,0,TRUE
1417205_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.05,TRUE
1409657_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.58,TRUE
1280_4039,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.18,TRUE
1280_4819,MRSA,TRUE,1,SCCmec_type_IVd(2B),SCCmec_type_IVd(2B),100,TRUE
1411512_3,MRSA,TRUE,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),79.8,FALSE
1410801_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.18,TRUE
1157001_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89,TRUE
1280_28556,MSSA,FALSE,0,,,0,TRUE
1280_16306,MRSA,TRUE,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.77,TRUE
1409414_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.69,TRUE
1280_4706,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,TRUE
1410895_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89,TRUE
1280_3807,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,TRUE
1280_3918,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.87,TRUE
1280_4751,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.7,TRUE
1280_12344,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.81,TRUE
1280_28579,MSSA,FALSE,0,,,0,TRUE
